Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
Maruti S Cross DDiS 200 Delta,Hyderabad,12248.35,2015,61313,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5,
Toyota Corolla Altis G,Kolkata,5058.77,2009,45000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5,
Maruti Ertiga ZDI,Bangalore,13413.4,2015,74000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,
Hyundai i10 Asta Sunroof AT,Hyderabad,6423.1,2013,89000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,
Mercedes-Benz CLA 200 CDI Sport,Kochi,47169.18,2019,13414,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,43.07 Lakh
Honda City ZX VTEC,Jaipur,3234.55,2006,95000,Petrol,Manual,Second,16.9 kmpl,1497 CC,100 bhp,5,
Mahindra KUV 100 G80 K8,Jaipur,9581,2018,15900,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6,7.88 Lakh
Toyota Fortuner 3.0 Diesel,Delhi,17475.74,2011,151000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,
Honda City 1.5 V MT,Bangalore,7971.39,2011,65000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,
Audi A6 35 TDI Matrix,Coimbatore,61073.13,2017,36824,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5,69.37 Lakh
Ford Figo Diesel ZXI,Coimbatore,6821.67,2013,65287,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,
Mercedes-Benz GLA Class 200 CDI,Kolkata,29892.72,2014,52000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,
Chevrolet Aveo U-VA 1.2 LS,Hyderabad,2682.68,2007,33000,Petrol,Manual,First,15.26 kmpl,1150 CC,74.9 bhp,5,
Ford Figo 2015-2019 1.5D Titanium MT,Hyderabad,7818.1,2016,71000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,
Hyundai Elantra CRDi SX AT,Delhi,10424.13,2013,71000,Diesel,Automatic,First,22.7 kmpl,1582 CC,126.2 bhp,5,
Maruti Baleno Zeta CVT,Kolkata,8799.19,2016,20000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,9.04 Lakh
Maruti Swift LXi BSIV,Hyderabad,5058.77,2010,71000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,
Mercedes-Benz CLS-Class 2006-2010 350 CDI,Hyderabad,49054.72,2010,29000,Diesel,Automatic,First,9.9 kmpl,3498 CC,271.72 bhp,4,
BMW 3 Series Luxury Line,Ahmedabad,53653.6,2016,27000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,55.07 Lakh
Maruti Dzire AMT ZDI Plus,Chennai,13643.34,2017,19000,Diesel,Automatic,First,28.4 kmpl,1248 CC,73.75 bhp,5,10.97 Lakh
Hyundai Verna 1.6 SX VTVT,Mumbai,6131.84,2011,58000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,
Jeep Compass 2.0 Longitude,Kochi,29831.4,2018,42203,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,21.72 Lakh
Hyundai Sonata Embera 2.0L CRDi AT,Hyderabad,8048.04,2009,94000,Diesel,Automatic,First,11.4 kmpl,1991 CC,142 bhp,5,
Maruti Eeco 5 STR With AC Plus HTR CNG,Delhi,3985.7,2013,52000,CNG,Manual,Second,15.1 kmpl,1196 CC,73 bhp,5,
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Kolkata,14133.89,2018,4900,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,5,11.47 Lakh
Hyundai EON Era Plus,Jaipur,2759.33,2013,70000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,
Tata Indica DLS,Hyderabad,1992.85,2005,100000,Diesel,Manual,Second,13.5 kmpl,1405 CC,null bhp,5,
BMW 5 Series 2013-2017 530d M Sport,Kochi,48671.48,2015,65266,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,
Maruti Ertiga VDI,Delhi,9182.43,2014,54569,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,
Honda Amaze E i-Vtech,Kochi,7572.82,2015,51361,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,
Ford Fiesta 1.4 Duratec ZXI,Jaipur,2299.44,2007,125000,Petrol,Manual,Third,16.6 kmpl,1388 CC,68 bhp,5,
Honda Civic 2006-2010 1.8 V MT,Bangalore,4982.12,2008,66000,Petrol,Manual,Third,13.5 kmpl,1799 CC,130 bhp,5,
Maruti Wagon R LX DUO BSIII,Hyderabad,2989.27,2007,65047,LPG,Manual,First,17.3 kmpl,1061 CC,57.5 bhp,5,
Maruti Ertiga ZDI,Delhi,9964.24,2014,22281,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,
Hyundai Grand i10 CRDi Sportz,Delhi,5687.28,2013,63210,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,
Hyundai Xcent 1.2 VTVT E Plus,Pune,7664.8,2018,31000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5,
Hyundai i10 Era,Ahmedabad,3050.59,2008,60000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,
Honda Amaze S i-Vtech,Mumbai,6515.08,2017,32006,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,
Audi A6 2.7 TDI,Ahmedabad,12263.68,2009,78000,Diesel,Automatic,First,12.4 kmpl,2698 CC,179.5 bhp,5,
Hyundai i10 Magna 1.2 iTech SE,Mumbai,4522.23,2011,9489,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,
Renault KWID RXT Optional,Pune,5365.36,2018,5000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,4.9 Lakh
Audi A4 New 2.0 TDI Multitronic,Jaipur,24527.36,2012,60000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,5,
Maruti Alto 800 LXI Airbag,Jaipur,4215.64,2015,50000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,
Honda City i VTEC VX Option,Delhi,10654.07,2015,53000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,
Mercedes-Benz New C-Class C250 Avantgarde,Delhi,19162,2011,64000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5,
Audi Q5 3.0 TDI Quattro Technology,Coimbatore,56458.92,2017,43827,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5,
Volkswagen Polo 1.2 MPI Comfortline,Pune,4138.99,2011,36431,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,
Hyundai Creta 1.4 E Plus Diesel,Mumbai,15176.3,2017,35000,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5,
Honda City 1.5 V MT,Kochi,5871.24,2011,94832,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,
Honda City 1.5 S MT,Coimbatore,8048.04,2012,88381,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,
Maruti S Cross DDiS 320 Alpha,Kolkata,11880.44,2016,45194,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5,
Maruti SX4 Vxi BSIV,Mumbai,3771.08,2010,66000,Petrol,Manual,Second,16.51 kmpl,1586 CC,103.2 bhp,5,
Maruti Swift Dzire VDI,Kolkata,6070.52,2014,38578,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,
Maruti Ertiga ZDI,Chennai,12646.92,2015,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,
Hyundai i20 1.2 Spotz,Coimbatore,11619.84,2018,20632,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,
Hyundai Grand i10 CRDi Magna,Hyderabad,6116.51,2014,73042,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,
Honda City i VTEC SV,Delhi,9581,2014,54257,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,
Skoda Rapid 1.6 TDI Elegance,Hyderabad,7664.8,2013,93000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5,
Mercedes-Benz E-Class E270 CDI,Hyderabad,7128.26,2005,102000,Diesel,Automatic,Second,11.0 kmpl,2987 CC,198.5 bhp,5,
Hyundai Santa Fe 4WD AT,Coimbatore,32759.36,2016,28881,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7,
Maruti Alto LXi,Hyderabad,2682.68,2007,52195,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,
ISUZU D-MAX V-Cross 4X4,Coimbatore,24665.33,2018,20422,Diesel,Manual,First,12.4 kmpl,2499 CC,134 bhp,5,
Hyundai Verna 1.4 CRDi GL,Kolkata,6285.14,2012,38000,Diesel,Manual,First,24.8 kmpl,1396 CC,88.7 bhp,5,
Ford Figo Diesel ZXI,Coimbatore,5457.34,2015,92885,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,
Honda City 1.5 S MT,Pune,6453.76,2010,43000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,
Maruti Swift VDI BSIV W ABS,Coimbatore,10516.11,2016,70478,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,
Hyundai Verna 1.6 CRDi S,Delhi,10117.54,2015,57000,Diesel,Manual,First,23.9 kmpl,1582 CC,126.2 bhp,5,
Hyundai Creta 1.6 SX Plus Petrol Automatic,Coimbatore,21997.98,2018,32434,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5,
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,14563.12,2017,32000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,
BMW X6 xDrive30d,Delhi,33571.82,2011,59000,Diesel,Automatic,First,11.2 kmpl,2993 CC,241 bhp,4,
BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,46678.63,2016,76467,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,
Ford Figo Aspire 1.5 TDCi Ambiente,Hyderabad,7818.1,2016,100000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,
Hyundai Verna VTVT 1.6 AT EX,Pune,8339.3,2013,37086,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5,
Ford Ikon 1.4 TDCi DuraTorq,Jaipur,2452.74,2010,135000,Diesel,Manual,First,13.8 kmpl,1399 CC,68 bhp,5,
Audi A6 2011-2015 2.0 TDI,Kochi,25554.44,2014,54862,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,
Honda CR-V Sport,Hyderabad,14563.12,2010,67758,Petrol,Manual,First,10.8 kmpl,2354 CC,null bhp,5,
Hyundai i20 2015-2017 Sportz AT 1.4,Pune,5901.9,2012,56200,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,
Toyota Fortuner 2.8 4WD MT,Kochi,16310.69,2011,169006,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,36.69 Lakh
Renault KWID RXT,Bangalore,5365.36,2016,20229,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,
Chevrolet Spark 1.0 LT,Chennai,1686.26,2008,62000,Petrol,Manual,Third,18.0 kmpl,995 CC,62 bhp,5,
Hyundai Verna Transform VTVT,Hyderabad,3985.7,2011,51500,Petrol,Manual,Second,16.2 kmpl,1599 CC,103.2 bhp,5,
BMW 3 Series 320d Sport Line,Hyderabad,28359.76,2012,69000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,
Hyundai Santro Xing XP,Bangalore,2069.5,2004,167000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,
Maruti Swift Dzire VDI,Hyderabad,12187.03,2015,62476,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,
Hyundai Xcent 1.2 CRDi E Plus,Jaipur,8415.95,2017,60500,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,
Honda Jazz V CVT,Mumbai,10654.07,2017,17978,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,10.1 Lakh
Tata Indigo LS,Jaipur,1532.96,2008,300000,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,
Ford Fiesta Classic 1.4 Duratorq CLXI,Chennai,6821.67,2013,123000,Diesel,Manual,Second,17.8 kmpl,1399 CC,67 bhp,5,
Maruti S-Cross Alpha DDiS 200 SH,Kolkata,10715.39,2016,45296,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5,12.53 Lakh
Maruti SX4 Zxi with Leather BSIII,Coimbatore,5380.69,2008,77325,Petrol,Manual,First,15.6 kmpl,1586 CC,104.68 bhp,5,
Maruti Baleno Zeta Automatic,Kochi,11558.52,2018,25858,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,
Maruti Ritz LDi,Bangalore,5595.3,2016,120000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,
Hyundai Elantra CRDi SX AT,Ahmedabad,24527.36,2016,22000,Diesel,Automatic,First,19.5 kmpl,1582 CC,126.24 bhp,5,
Chevrolet Spark 1.0 LT,Kolkata,2146.14,2012,11000,Petrol,Manual,First,16.2 kmpl,995 CC,62.1 bhp,5,
Hyundai i20 1.2 Spotz,Mumbai,9887.59,2017,3900,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,
Hyundai Xcent 1.1 CRDi Base,Hyderabad,6745.02,2016,106092,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,
Honda Jazz 1.2 V CVT i VTEC,Delhi,9121.11,2015,27000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,
Honda Brio S MT,Ahmedabad,5978.54,2013,11000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,
Mercedes-Benz E-Class E250 CDI Avantgrade,Coimbatore,54082.83,2016,39753,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5,
Tata Hexa XT,Pune,21844.68,2017,39800,Diesel,Manual,First,17.6 kmpl,2179 CC,153.86 bhp,7,20.87 Lakh
Hyundai Xcent 1.1 CRDi Base,Pune,6898.32,2017,73000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,
Ford Ecosport 1.5 DV5 MT Titanium Optional,Pune,11497.2,2015,55000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,
Tata Nano XTA,Coimbatore,5227.39,2017,18351,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4,
Honda Brio VX,Pune,4982.12,2013,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5,
Maruti Ertiga SHVS ZDI Plus,Hyderabad,12723.57,2016,112200,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,
Hyundai i10 Sportz 1.2,Bangalore,5288.71,2010,29000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,
Hyundai Santro Xing XO,Hyderabad,3219.22,2007,57309,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,
Mahindra XUV500 W10 2WD,Mumbai,18318.87,2015,53392,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,
Volkswagen Vento Diesel Highline,Hyderabad,6515.08,2010,71000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,
Tata Safari Storme 2012-2015 VX,Hyderabad,12646.92,2014,93000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7,
Honda Accord 2.4 Elegance M/T,Hyderabad,9121.11,2010,119000,Petrol,Manual,First,10.2 kmpl,2354 CC,180 bhp,5,
Maruti Eeco 7 Seater Standard,Coimbatore,6591.73,2016,42225,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.98 Lakh
Maruti Swift VDI,Ahmedabad,5978.54,2012,65000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,
Maruti Baleno Zeta Automatic,Pune,9826.27,2016,27809,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,
Mahindra XUV500 W8 2WD,Coimbatore,12815.55,2015,65100,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,
Hyundai Xcent 1.2 Kappa S,Chennai,5901.9,2014,51000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,55186.56,2017,10000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,
Skoda Superb 1.8 TSI MT,Kolkata,11497.2,2011,54895,Petrol,Manual,First,13.14 kmpl,1798 CC,160 bhp,5,
Volkswagen CrossPolo 1.5 TDI,Hyderabad,8737.87,2015,80768,Diesel,Manual,First,20.14 kmpl,1498 CC,88.73 bhp,5,
Maruti Ignis 1.2 Delta,Kochi,8431.28,2019,12076,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5,5.9 Lakh
Maruti Swift VDI BSIV,Chennai,9044.46,2016,49000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,
Honda City i VTEC VX Option,Mumbai,11880.44,2015,42366,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,
BMW 5 Series 530d Highline Sedan,Ahmedabad,27593.28,2010,68000,Diesel,Automatic,First,11.5 kmpl,2993 CC,235 bhp,5,
Skoda Laura Ambiente,Hyderabad,6745.02,2008,122397,Diesel,Manual,First,17.5 kmpl,1896 CC,106 bhp,5,
Volkswagen Polo GT TSI,Coimbatore,12677.58,2017,50534,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5,11.66 Lakh
Renault Duster 85PS Diesel RxL,Ahmedabad,7281.56,2014,55300,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,
Honda City 1.5 S AT,Hyderabad,5825.25,2008,73095,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,
Volkswagen Vento Diesel Highline,Ahmedabad,5212.06,2011,51100,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,
Hyundai Grand i10 Sportz,Pune,7204.91,2016,13436,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5,
Ford Fiesta 1.4 ZXi Duratec,Pune,2284.11,2008,76000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5,
Hyundai Xcent 1.1 CRDi S,Mumbai,6898.32,2016,63141,Diesel,Manual,Second,24.4 kmpl,1120 CC,71 bhp,5,
Honda Amaze VX i-DTEC,Hyderabad,8277.98,2014,74885,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,
Honda City i VTEC CVT VX,Hyderabad,17629.04,2016,14000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,
Renault Fluence 1.5,Pune,5365.36,2012,56000,Diesel,Manual,Second,20.4 kmpl,1461 CC,108.5 bhp,5,
BMW 5 Series 520d Luxury Line,Ahmedabad,25293.84,2010,46000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,63.71 Lakh
Maruti SX4 ZXI MT BSIV,Mumbai,5978.54,2012,51800,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,
Honda City ZX CVT,Hyderabad,4982.12,2007,81000,Petrol,Automatic,First,16.4 kmpl,1497 CC,78 bhp,5,
Volkswagen Ameo 1.2 MPI Comfortline,Kochi,8952.49,2018,17370,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,
Volkswagen Ameo 1.2 MPI Comfortline,Hyderabad,8814.52,2016,18456,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,
Audi A4 2.0 TDI Multitronic,Delhi,15329.6,2010,59000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5,
Maruti Wagon R VXI,Mumbai,1609.61,2006,141537,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,
Hyundai Verna SX CRDi AT,Delhi,8645.89,2013,51000,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.32 bhp,5,
Mercedes-Benz GLC 220d 4MATIC Style,Coimbatore,78134.97,2019,29311,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5,64.57 Lakh
BMW 3 Series Luxury Line,Mumbai,45912.15,2016,31000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,60.88 Lakh
Honda Mobilio V Option i DTEC,Mumbai,7434.86,2014,80000,Diesel,Manual,Second,24.2 kmpl,1498 CC,98.6 bhp,7,
Hyundai Creta 1.6 CRDi AT SX Plus,Hyderabad,22227.92,2016,33000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5,
Honda City 1.5 S MT,Hyderabad,8431.28,2011,71556,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,
Ford Fiesta 1.4 TDCi EXI,Bangalore,4905.47,2011,85000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,
Maruti Swift Dzire LDI,Chennai,6898.32,2016,91000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,
Mercedes-Benz E-Class E250 CDI Launch Edition,Coimbatore,47092.53,2015,73187,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,
Chevrolet Captiva LT,Jaipur,5365.36,2009,232000,Diesel,Manual,First,11.5 kmpl,1991 CC,147.9 bhp,7,
Toyota Innova 2.5 V Diesel 7-seater,Bangalore,10715.39,2007,127079,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,
Mahindra Quanto C8,Kochi,5288.71,2014,58816,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,
Honda City i VTEC V,Kochi,10071.55,2015,63818,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,
Audi A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,26826.8,2014,40000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,
Volkswagen Polo Diesel Comfortline 1.2L,Delhi,5748.6,2013,77445,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,
Ford EcoSport 1.5 Petrol Titanium Plus AT,Pune,15314.27,2017,14000,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5,13.23 Lakh
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,12570.27,2012,85122,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,
Honda City 1.5 EXI,Jaipur,1686.26,2005,123000,Petrol,Manual,Third,13.0 kmpl,1493 CC,100 bhp,5,
Maruti SX4 Green Vxi (CNG),Kochi,5963.21,2015,61000,CNG,Manual,First,22.1 kmpl,1586 CC,85.7 bhp,5,
Maruti Alto 800 2016-2019 LXI Optional,Chennai,3755.75,2015,63714,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,
Mercedes-Benz M-Class ML 320 CDI,Pune,21078.2,2009,53000,Diesel,Automatic,First,8.7 kmpl,2987 CC,224.34 bhp,5,
Maruti Swift Dzire LDI,Kolkata,4598.88,2017,60000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,
Maruti Vitara Brezza ZDi Plus Dual Tone,Ahmedabad,14179.88,2017,33000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.06 Lakh
Volvo S60 D5 Summum,Mumbai,27056.74,2013,31000,Diesel,Automatic,First,13.2 kmpl,2400 CC,215 bhp,5,
Toyota Fortuner 4x2 AT,Delhi,27976.52,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,
Hyundai i20 Sportz Option Diesel,Kochi,5288.71,2013,67914,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,
Audi A4 35 TDI Premium,Bangalore,36407.8,2015,58970,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,
Nissan Terrano XV D Pre,Mumbai,8354.63,2013,60000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.5 bhp,5,17.21 Lakh
Maruti Celerio ZXI AMT,Coimbatore,8048.04,2017,35225,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,6.56 Lakh
Maruti Esteem Vxi,Delhi,1686.26,2005,69496,Petrol,Manual,First,15.9 kmpl,1298 CC,null bhp,5,
Hyundai i10 Sportz AT,Delhi,4445.58,2012,62282,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,
BMW 3 Series 320d,Hyderabad,21768.03,2010,80000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,47.2 Lakh
Hyundai Grand i10 Sportz,Kochi,8891.17,2018,43698,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,
Hyundai Grand i10 Asta Option AT,Coimbatore,11067.97,2017,28052,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,
Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,7465.52,2016,29091,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.82 Lakh
Volkswagen Polo 1.2 MPI Comfortline,Delhi,5058.77,2013,63000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,
Honda City ZX EXi,Hyderabad,4598.88,2007,91000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5,
Mercedes-Benz GLA Class 200 CDI,Hyderabad,39856.96,2014,30000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,
Maruti Omni 8 Seater BSIV,Hyderabad,4445.58,2017,24571,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,
Hyundai Verna 1.6 SX VTVT AT,Bangalore,11497.2,2014,45000,Petrol,Automatic,First,15.74 kmpl,1591 CC,121.3 bhp,5,
Maruti Alto 800 LXI,Hyderabad,3617.79,2015,24617,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,17460.41,2017,26927,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,12.56 Lakh
Mahindra XUV500 W8 2WD,Kochi,10761.38,2013,87736,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,
Maruti Vitara Brezza ZDi,Delhi,12263.68,2016,35299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,10.14 Lakh
Hyundai i20 1.2 Spotz,Kochi,10899.35,2017,51612,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,
Mercedes-Benz E-Class 250 D W 210,Mumbai,5978.54,1998,55300,Diesel,Automatic,First,10.0 kmpl,1796 CC,157.7 bhp,5,
Maruti Alto LXi,Hyderabad,3295.86,2009,65090,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,
Honda Amaze S i-Vtech,Kolkata,4982.12,2013,40000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,
Land Rover Range Rover Sport HSE,Kochi,108318.95,2015,38467,Diesel,Automatic,First,12.65 kmpl,2993 CC,255 bhp,5,1.6 Cr
Hyundai Grand i10 CRDi Magna,Mumbai,7066.95,2013,71904,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,
